Property ID,Category,Maintained By,Name,Ward Number,Address,Unique ID
1000370101358,GODOWN,STATE,TAMILNADU MEDICAL SERVICE CO-OP LTD,37,AVINASHI ROAD,1000370400001
1000560100012,HOSPITAL,PRIVATE,BANUMATHI CLINIC,56,ANNA NAGAR MAIN ROAD,1000560400001
1000560102295,HOSPITAL,PRIVATE,ALPHONSE MARIYADAS HOSPITAL,56,THIRUMAGAL NAGAR,1000560400002
1000560101776,PARK,CORPORATION,CORPORATION PARK,56,THIRUMAGAL NAGAR 11TH CROSS STREET,1000560400003
1000560100418,HOSPITAL,STATE,URBAN HEALTH CENTRE,56,SOWRIPALAYAM MAIN ROAD,1000560400004
1000560101120,HOSPITAL,PRIVATE,SMITH HOSPITAL,56,MASAKALI PALAYAM ROAD,1000560400005
1000560101116,HOSPITAL,PRIVATE,RAJ HOSPITAL,56,BALAN NAGAR,1000560400006
1000470100941,MARRIAGE HALL,PRIVATE,KAMATCHIYAMMAN KALYANA MANDABAM,47,PALANI ANDAVAR KOVIL STREET,1000470400003
1000470100176,PARK,CORPORATION,CORPORATION CHILDREN'S PARK,47,MARUTHAIYA NAGAR,1000470400002
1000470101103,PARK,CORPORATION,CORPORATION CHILDREN'S PARK,47,KUMARAN NAGAR,1000470400001
1000550101556,HOSPITAL,PRIVATE,MEKALA HOSPITAL,55,PERUMAL KOVIL STREET,1000550400012
1000550101360,MARRIAGE HALL,PRIVATE,BALAJI KALYANA MANDAPAM,55,G K D NAGAR,1000550400011
1000550101633,HOSPITAL,PRIVATE,KUPPUSAMY NAIDU MEMORIAL HOSPITAL,55,GOVINDASAMY THOTTA SALAI,1000550400010
1000550101396,HOSPITAL,PRIVATE,CHANDRA SEKARAN HOSPITAL,55,KATTUR ROAD,1000550400009
1000550100205,GODOWN,PRIVATE,GODOWN,55,RAMASAMY LAYOUT,1000550400008
